,"Symbol","Name","Exchange","Sector","industry","dividendRate","exDividendDate","lastSplitDate","lastSplitFactor","Buy","Sell","Hold","Previous_Earnings_Date","Expected","Actual","Surprise","Future Earnings Date","daysSinceLastDividend","BBP","Exponential Moving Average","day1","day2","day3","day4"
120,"FANH","Fanhua Inc.","Nasdaq","Finance","Specialty Insurers",1,1599177600,0,0,0,0,0,"2020-05-26",0.33,0.33,"-","2020-11-18",-101,-0.087320112457924,0.734675832225293,,,,
121,"ITMR","Itamar Medical Ltd.","Nasdaq","Health Care","Medical/Dental Instruments",,0,0,0,0,0,0,"2020-05-26",-0.14,-0.15,-7.14,,0,0.438772910548809,1.38117816263716,,,,
122,"NTNX","Nutanix, Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,5,1,7,"2020-05-26",-0.86,-0.69,19.95,"2020-11-23",0,0.478949909994831,0.693072461114413,,,,
123,"PLAB","Photronics, Inc.","Nasdaq","Technology","Semiconductors",,0,0,0,0,0,0,"2020-05-26",0.14,0.1,-27.01,"2020-12-09",0,0.562408989930686,0.987160052345944,,,,
124,"SPTN","SpartanNash Company","Nasdaq","Consumer Non-Durables","Food Distributors",0.77,1599696000,0,0,0,0,2,"2020-05-26",0.48,0.67,41.05,,-107,0.783083270547179,1.30454614994398,,,,
125,"WISA","Summit Wireless Technologies, Inc.","Nasdaq","Technology","Semiconductors",,0,0,0,0,0,0,"2020-05-26",-2,-2.19,-9.5,,0,-0.667937952897869,0.165540536796202,,,,
126,"DSGX","The Descartes Systems Group Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,0,0,0,"2020-05-26",0.13,0.13,0.78,,0,0.470927858636002,1.00792830948722,,,,
127,"WDAY","Workday, Inc.","Nasdaq","Technology","EDP Services",,0,0,0,7,0,4,"2020-05-26",0.48,0.44,-7.95,"2020-12-01",0,-0.109152250955148,0.859217921541027,,,,
128,"YIN","Yintech Investment Holdings Limited","Nasdaq","Finance","Investment Bankers/Brokers/Service",0.1,1585526400,0,0,0,0,0,"2020-05-26",1.07,1.18,10.28,,57,-0.223538765317695,1.32516065434026,,,,
129,"DXC","DXC Technology Company","NYSE","Technology","EDP Services",,1585008000,0,0,1,2,0,"2020-05-27",0.97,1.2,23.84,"2020-11-09",64,-0.135043567254971,0.452552385110293,,,,
130,"LL","Lumber Liquidators Holdings, Inc","NYSE","Consumer Services","RETAIL: Building Materials",,0,0,0,0,2,0,"2020-05-27",0.03,0.44,1660,,0,0.551009973841208,0.805189371719012,,,,
131,"MOD","Modine Manufacturing Company","NYSE","Capital Goods","Auto Parts:O.E.M.",,1227052800,0,0,1,0,0,"2020-05-27",0.12,0.24,100,,4207,-0.440698410096179,0.529432625709949,,,,
132,"NVGS","Navigator Holdings Ltd.","NYSE","Transportation","Marine Transportation",,0,0,0,0,0,0,"2020-05-27","-",-0.12,-11900,"2020-11-11",0,-1.02795423351665,0.487224552051719,,,,
133,"TGI","Triumph Group, Inc.","NYSE","Capital Goods","Aerospace",0.16,1582848000,0,0,0,0,2,"2020-05-27",0.64,0.69,7.98,,89,-0.338646647581928,0.192571702161214,,,,
134,"QFIN","360 Finance, Inc.","Nasdaq","Finance","Finance: Consumer Services",,0,0,0,1,0,0,"2020-05-27",0.33,1.68,409.09,,0,0.515645455166197,1.09686471303491,,,,
135,"ADVM","Adverum Biotechnologies, Inc.","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,5,0,0,"2020-05-27",-0.27,-0.31,-13.14,"2020-11-05",0,0.442144919830918,1.60900511695385,,,,
136,"CSIQ","Canadian Solar Inc.","Nasdaq","Technology","Semiconductors",,0,0,0,0,0,0,"2020-05-27",0.86,1.84,113.95,"2020-11-10",0,1.15716235030405,1.15529963769529,,,,
137,"COST","Costco Wholesale Corporation","Nasdaq","Consumer Services","Department/Specialty Retail Stores",2.8,1596067200,0,0,7,0,5,"2020-05-27",1.95,1.89,-3.03,"2020-12-10",-64,-0.080543192105452,1.02383367077801,,,,
138,"FAT","FAT Brands Inc.","Nasdaq","Consumer Services","Restaurants",,1550188800,0,0,0,0,0,"2020-05-27","-","-","-",,467,-0.872858391944961,0.619138576212686,,,,
139,"FATBP","FAT Brands Inc.","Nasdaq","Consumer Services","Restaurants",,0,0,0,0,0,0,"2020-05-27","-","-","-",,0,,,,,,
140,"FATBW","FAT Brands Inc.","Nasdaq","Consumer Services","Restaurants",,0,0,0,,,,"2020-05-27","-","-","-",,0,,,,,,
141,"FRSX","Foresight Autonomous Holdings Ltd.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,0,0,0,"2020-05-27","-","-","-",,0,-0.327401508035755,0.679298264399863,,,,
142,"GERN","Geron Corporation","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,2,0,0,"2020-05-27",-0.12,-0.08,33.33,,0,1.15383002193816,1.12303920808101,,,,
143,"GLNG","Golar LNG Limited","Nasdaq","Consumer Services","Marine Transportation",,1560297600,0,0,1,0,1,"2020-05-27",-0.02,-0.25,-1036.36,"2020-11-24",350,0.07263355587012,0.51536395342606,,,,
144,"GMLP","Golar LNG Partners LP","Nasdaq","Consumer Services","Marine Transportation",0.08,1596672000,0,0,1,0,1,"2020-05-27",0.19,-0.48,-355.32,"2020-11-24",-71,-0.30315384622742,0.290783736112399,,,,
145,"HLNE","Hamilton Lane Incorporated","Nasdaq","Finance","Investment Managers",1.25,1600041600,0,0,1,0,3,"2020-05-27",0.49,0.59,20.41,,-110,0.212993649213054,1.10583777472477,,,,
146,"MARK","Remark Holdings, Inc.","Nasdaq","Consumer Services","Telecommunications Equipment",,0,0,0,0,0,0,"2020-05-27",-0.09,-0.2,-122.22,,0,0.693971490758708,1.93064513022685,,,,
147,"TH","Target Hospitality Corp.","Nasdaq","Consumer Services","Hotels/Resorts",,0,0,0,1,0,1,"2020-05-27",0.06,0.05,-21.87,,0,0.419939373122945,0.364727883311787,,,,
148,"CGC","Canopy Growth Corporation","NYSE","Consumer Durables","Specialty Chemicals",,0,0,0,0,0,0,"2020-05-28",-0.59,-1.55,-161.82,,0,0.573045922881698,0.870099335815402,,,,
149,"MOGU","MOGU Inc.","NYSE","Miscellaneous","Business Services",,0,0,0,0,0,0,"2020-05-28",-0.93,-0.73,21.51,,0,0.047223630204948,0.533399027635845,,,,
150,"SOL","Renesola Ltd.","NYSE","Technology","Semiconductors",,0,0,0,0,0,0,"2020-05-28",-0.03,-0.09,-200,"2020-11-23",0,-0.398075449871478,0.606832287858001,,,,
151,"MKGI","Monaker Group, Inc.","Nasdaq","Consumer Services","Transportation Services",,0,0,0,0,0,0,"2020-05-28",-0.15,-0.05,66.67,,0,-0.108277024551309,0.49852565326693,,,,
152,"RMCF","Rocky Mountain Chocolate Factory, Inc.","Nasdaq","Consumer Non-Durables","Specialty Foods",,1582761600,0,0,0,0,0,"2020-05-28","-","-","-",,91,-0.455039705055103,0.497418332759756,,,,
153,"SIEB","Siebert Financial Corp.","Nasdaq","Finance","Investment Bankers/Brokers/Service",,1476144000,0,0,0,0,0,"2020-05-28","-","-","-",,1325,0.44592747993615,0.551695386238908,,,,
154,"TCOM","Trip.com Group Limited","Nasdaq","Miscellaneous","Business Services",,1213056000,0,0,2,0,1,"2020-05-28",-3.63,-3.73,-2.87,"2020-11-11",4370,0.713257000339527,0.757827862713535,,,,
155,"UONEK","Urban One, Inc. ","Nasdaq","Consumer Services","Broadcasting",,0,0,0,0,0,0,"2020-05-28","-","-","-",,0,0.008334519667734,0.382823122652409,,,,
156,"VITL","Vital Farms, Inc.","Nasdaq","Consumer Non-Durables","Packaged Foods",,0,0,0,0,0,0,"2020-05-28","-","-","-",,0,,,,,,
157,"DSL","DoubleLine Income Solutions Fund","NYSE",,,,0,0,0,,,,"2020-05-29","-","-","-","2020-11-30",0,0.309122335413021,0.686306964658608,,,,
158,"BRID","Bridgford Foods Corporation","Nasdaq","Consumer Non-Durables","Specialty Foods",,1353628800,0,0,0,0,0,"2020-05-29","-","-","-",,2744,-0.383084395488392,0.653847188902255,,,,
159,"EVRI","Everi Holdings Inc.","NYSE","Consumer Services","Services-Misc. Amusement & Recreation",,0,0,0,2,0,0,"2020-06-01",-0.1,-0.16,-56.86,,0,0.939667395800085,0.376061959947967,,,,
160,"CBRL","Cracker Barrel Old Country Store, Inc.","Nasdaq","Consumer Services","Restaurants",,1586995200,0,0,0,0,2,"2020-06-01",-2.2,-1.81,17.69,"2020-11-24",46,0.790383966376159,0.621011268077308,,,,
161,"APPS","Digital Turbine, Inc.","Nasdaq","Miscellaneous","Multi-Sector Companies",,0,0,0,4,0,0,"2020-06-01",0.04,0.05,16.28,,0,0.299938616679561,0.706724436747905,,,,
162,"HQY","HealthEquity, Inc.","Nasdaq","Miscellaneous","Business Services",,0,0,0,8,0,1,"2020-06-01",0.44,0.43,-1.38,"2020-09-08",0,0.341883155113968,0.870142378223318,,,,
163,"ZM","Zoom Video Communications, Inc.","Nasdaq","Technology","Computer Software: Programming, Data Processing",,0,0,0,3,1,12,"2020-06-01",0.09,0.2,117.39,"2020-12-04",0,0.465048391857437,2.18433255712392,,,,
164,"AEO","American Eagle Outfitters, Inc.","NYSE","Consumer Services","Clothing/Shoe/Accessory Stores",0.14,1617840000,0,0,7,2,1,"2020-06-02",-0.3,-0.84,-182.83,"2020-12-09",-310,1.14823942423897,0.589203281341837,1,1,0,1
165,"BAK","Braskem S.A.","NYSE","Basic Industries","Major Chemicals",0.41,1570147200,0,0,0,0,0,"2020-06-02",-6.06,-2.05,66.17,,242,0.979564005604423,0.664198462968245,1,1,1,1
166,"CNK","Cinemark Holdings Inc","NYSE","Consumer Services","Movies/Entertainment",,1583366400,0,0,8,0,6,"2020-06-02",-0.18,-0.51,-177.17,"2020-11-03",89,0.986983250886704,0.435859375,1,0,0,1
167,"CHNG","Change Healthcare Inc.","Nasdaq","Technology","EDP Services",,0,0,0,9,0,0,"2020-06-02",0.38,0.42,12,"2020-11-16",0,0.767957920967274,0.893206082607413,1,1,1,1
168,"CMTL","Comtech Telecommunications Corp.","Nasdaq","Technology","Radio And Television Broadcasting And Communications Equipment",0.4,1594684800,0,0,0,0,1,"2020-06-02",-0.01,-0.16,-2566.67,"2020-12-02",-42,0.525576526727711,0.49015004239627,0,0,0,0
169,"ELTK","Eltek Ltd.","Nasdaq","Technology","Electrical Products",,0,0,0,0,0,0,"2020-06-02","-","-","-","2020-11-18",0,0.786159905305485,1.0823000983407,1,1,1,1
170,"FOSL","Fossil Group, Inc.","Nasdaq","Consumer Non-Durables","Consumer Specialties",,0,0,0,0,1,0,"2020-06-02",-1.51,-1.46,3.31,,0,-0.28917932948521,0.438402878290982,1,1,0,1
171,"GSUM","Gridsum Holding Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,0,0,0,"2020-06-02","-","-","-",,0,-0.168128802114919,0.355183561301408,1,1,1,1
172,"MOGO","Mogo Inc.","Nasdaq","Finance","Finance: Consumer Services",,0,0,0,0,0,0,"2020-06-02",-0.28,-0.22,21.43,,0,0.293904815141561,0.344487191419865,1,0,0,0
173,"PLRX","Pliant Therapeutics, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-06-02","-","-","-",,0,,,0,0,0,0
174,"PXS","Pyxis Tankers Inc.","Nasdaq","Transportation","Marine Transportation",,0,0,0,0,0,0,"2020-06-02",-0.05,-0.06,-20,,0,-0.77575238209471,0.921060596356379,1,1,1,1
175,"REPL","Replimune Group, Inc.","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,1,0,0,"2020-06-02",-0.45,-0.41,8.89,,0,0.424065479617511,1.41637947854852,0,0,0,0
176,"RUHN","Ruhnn Holding Limited","Nasdaq","Consumer Services","Catalog/Specialty Distribution",,0,0,0,0,0,0,"2020-06-02","-","-","-",,0,-0.775221136576798,0.364611608180715,1,1,1,1
177,"VLGEA","Village Super Market, Inc.","Nasdaq","Consumer Services","Food Chains",1,1593561600,0,0,0,0,0,"2020-06-02","-","-","-","2020-12-01",-29,-0.16209812255715,0.838270283872901,1,1,1,1
178,"CMD","Cantel Medical Corp.","NYSE","Health Care","Medical/Dental Instruments",,1579132800,0,0,2,0,0,"2020-06-03",0.12,0.16,35.59,"2020-12-08",139,1.37381268512269,0.483780731540372,1,1,1,1
179,"GHG","GreenTree Hospitality Group Ltd.","NYSE","Consumer Services","Hotels/Resorts",0.55,1577059200,0,0,0,0,0,"2020-06-03",0.09,0.27,217.65,,163,-0.511435029265891,1.12692781056006,0,1,1,1
180,"PSV","Hermitage Offshore Services Ltd.","NYSE","Transportation","Marine Transportation",,1527120000,0,0,0,0,0,"2020-06-03","-",-0.25,"-","2020-11-16",741,-0.779840104871044,0.314788170402772,1,1,1,0
181,"IDT","IDT Corporation","NYSE","Public Utilities","Telecommunications Equipment",,1529280000,0,0,0,0,0,"2020-06-03","-",0.08,"-","2020-12-03",716,0.896531666068664,0.839282459270485,0,0,0,0
182,"LUB","Luby&#39;s, Inc.","NYSE","Consumer Services","Restaurants",,968198400,0,0,0,0,0,"2020-06-03","-","-","-",,7210,0.676126287023163,0.369147265863909,0,0,0,0
183,"NAV","Navistar International Corporation","NYSE","Capital Goods","Auto Manufacturing",,1003881600,0,0,0,0,2,"2020-06-03",-0.41,-0.38,7.09,"2020-12-15",6797,0.9868628470968,0.759170206232019,0,0,0,0
184,"RH","RH","NYSE","Consumer Services","Other Specialty Stores",,0,0,0,7,1,2,"2020-06-03",1.04,1.27,22.59,"2020-12-02",0,1.0687222172796,0.873172076098889,1,1,1,1
185,"WORK","Slack Technologies, Inc.","NYSE","Consumer Services","Other Consumer Services",,0,0,0,5,0,5,"2020-06-03",-0.06,-0.02,67.21,"2020-12-02",0,0.55307477699269,1.35201482419614,1,1,1,1
186,"MTN","Vail Resorts, Inc.","NYSE","Consumer Services","Services-Misc. Amusement & Recreation",,1585094400,0,0,8,0,3,"2020-06-03",3.28,3.74,13.92,"2020-12-07",70,1.10017988478841,0.798315936282498,0,0,0,0
187,"GTH","Genetron Holdings Limited","Nasdaq","Health Care","Medical Specialities",,0,0,0,0,0,0,"2020-06-03","-","-","-",,0,,,0,0,0,0
188,"GIII","G-III Apparel Group, LTD.","Nasdaq","Consumer Non-Durables","Apparel",,0,0,0,3,0,2,"2020-06-03",-0.6,-0.75,-25.21,"2020-12-02",0,0.901573580581701,0.360466451443048,0,0,0,1
189,"GNLN","Greenlane Holdings, Inc.","Nasdaq","Capital Goods","Recreational Products/Toys",,0,0,0,2,0,0,"2020-06-03",-0.12,-0.14,-12,,0,1.20095265382559,0.955797104507575,0,0,0,0
190,"MAYS","J. W. Mays, Inc.","Nasdaq","Consumer Services","Building operators",,0,0,0,0,0,0,"2020-06-03","-","-","-",,0,,,1,0,1,1
191,"NICK","Nicholas Financial, Inc.","Nasdaq","Finance","Finance Companies",,1379462400,0,0,0,0,0,"2020-06-03","-","-","-",,2450,0.173816278401053,0.636277848712331,0,0,0,0
192,"OESX","Orion Energy Systems, Inc.","Nasdaq","Consumer Durables","Building Products",,0,0,0,1,0,0,"2020-06-03",0.04,-0.02,-157.14,,0,-0.411561867984727,1.55278720399107,1,1,1,1
193,"QTT","Qutoutiao Inc.","Nasdaq","Technology","Computer Software: Programming, Data Processing",,0,0,0,0,0,0,"2020-06-03",-1.63,-1.4,13.9,,0,-0.300244607985299,0.78947368366016,0,1,1,1
194,"SCWX","SecureWorks Corp.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,0,1,1,"2020-06-03",-0.05,0.03,165.22,"2020-09-09",0,1.09597136929422,1.09833033355284,0,1,1,1
195,"WPRT","Westport Fuel Systems Inc","Nasdaq","Energy","Industrial Machinery/Components",,0,0,0,1,0,0,"2020-06-03",-0.05,-0.11,-129.17,,0,0.95216458551467,0.487029841874053,0,0,0,0
196,"ZUMZ","Zumiez Inc.","Nasdaq","Consumer Services","Clothing/Shoe/Accessory Stores",,0,0,0,2,0,2,"2020-06-03",-0.54,-0.84,-55.84,"2020-12-03",0,1.35355745230681,0.74636211052381,0,0,0,1
197,"TRCH","Torchlight Energy Resources, Inc.","Nasdaq","Energy","Oil & Gas Production",,0,0,0,0,0,0,"2020-06-04","-","-","-",,0,-0.232395770823923,0.501298715574059,0,0,0,0
198,"TPCO","Tribune Publishing Company","Nasdaq","Consumer Services","Newspapers/Magazines",1,1582848000,0,0,0,0,0,"2020-06-04",0.02,-0.99,-5050,,97,0.459762872347759,0.728023095612805,0,0,0,0
199,"ZI","ZoomInfo Technologies Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,0,0,0,"2020-06-04","-","-","-",,0,,,0,0,0,0
200,"KNDI","Kandi Technologies Group, Inc.","Nasdaq","Capital Goods","Auto Manufacturing",,0,0,0,0,0,0,"2020-06-05","-","-","-",,0,-0.370212139394262,0.644736831097942,1,1,1,1
201,"AGX","Argan, Inc.","NYSE","Basic Industries","Engineering & Construction",1,1595376000,0,0,0,0,0,"2020-06-08",-0.08,-0.05,37.5,"2020-12-08",-44,0.277467611625328,1.00530199042917,1,1,1,1
202,"CHWY","Chewy, Inc.","NYSE","Consumer Services","Catalog/Specialty Distribution",,0,0,0,7,0,2,"2020-06-08",-0.16,-0.12,24.53,"2020-12-07",0,1.195541501019,1.81057437697626,1,1,1,1
203,"GME","Gamestop Corporation","NYSE","Consumer Services","Electronics Distribution",,1552521600,0,0,0,1,1,"2020-06-08",-1.27,-1.61,-27.17,"2020-12-08",452,-0.530934737123589,0.74311772307708,1,1,1,1
204,"MVC","MVC Capital, Inc.","NYSE",,,0.68,1595462400,0,0,0,0,0,"2020-06-08",0.15,0.38,148.37,,-45,1.26175501364973,0.782771786310948,0,0,0,0
205,"UBP","Urstadt Biddle Properties Inc.","NYSE","Consumer Services","Real Estate Investment Trusts",0.25,1593561600,0,0,0,0,0,"2020-06-08","-","-","-",,-23,1.22258125236751,0.61094040666932,1,1,1,1
206,"ANIX","Anixa Biosciences, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-06-08",-0.12,-0.12,4,,0,0.79694086668782,0.577930376580606,0,0,1,0
207,"BBCP","Concrete Pumping Holdings, Inc. ","Nasdaq","Basic Industries","Engineering & Construction",,0,0,0,1,0,3,"2020-06-08",-0.07,-1.13,-1427.03,"2020-09-09",0,0.493076737517386,0.64160349994703,0,1,1,1
208,"HDS","HD Supply Holdings, Inc.","Nasdaq","Consumer Services","Office Equipment/Supplies/Services",,0,0,0,2,0,3,"2020-06-08",0.52,0.48,-7.87,"2020-12-08",0,0.626382699136235,0.760740917728993,1,1,1,1
209,"ITI","Iteris, Inc.","Nasdaq","Capital Goods","Telecommunications Equipment",,0,0,0,1,0,0,"2020-06-08",-0.01,0.01,266.67,,0,0.644290022160243,0.862612636289439,1,1,1,1
210,"LAKE","Lakeland Industries, Inc.","Nasdaq","Health Care","Industrial Specialties",,0,0,0,0,0,0,"2020-06-08",0.16,1.07,590.32,"2020-09-09",0,0.979727385987041,1.35976676654142,0,1,1,1
211,"LMNR","Limoneira Co","Nasdaq","Consumer Non-Durables","Farming/Seeds/Milling",0.3,1593648000,0,0,0,0,1,"2020-06-08",-0.04,-0.08,-116.22,"2020-09-09",-24,0.102194279922164,0.665856989184944,1,1,1,1
212,"PPIH","Perma-Pipe International Holdings, Inc.","Nasdaq","Capital Goods","Pollution Control Equipment",,0,0,0,0,0,0,"2020-06-08","-","-","-","2020-12-08",0,-0.19784026114818,0.624521910425205,1,1,1,1
213,"POAI","Predictive Oncology Inc.","Nasdaq","Health Care","Industrial Specialties",,0,0,0,0,0,0,"2020-06-08","-","-","-",,0,0.660722824518815,0.458739842465892,1,1,1,1
214,"QTNT","Quotient Limited","Nasdaq","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",,0,0,0,0,0,0,"2020-06-08",-0.34,-0.31,9.62,,0,0.480172157910328,0.903163538471541,0,0,0,0
215,"LOVE","The Lovesac Company","Nasdaq","Consumer Services","Other Specialty Stores",,0,0,0,4,0,0,"2020-06-08",-0.67,-0.58,13.04,"2020-09-09",0,1.41448662652855,1.12807855740126,0,0,0,0
216,"VRNT","Verint Systems Inc.","Nasdaq","Technology","EDP Services",,0,0,0,3,0,0,"2020-06-08",0.68,0.52,-23.53,"2020-12-02",0,0.520198704293356,0.925871081438452,0,1,0,1
217,"VRM","Vroom, Inc.","Nasdaq","Consumer Durables","Automotive Aftermarket",,0,0,0,0,0,0,"2020-06-08","-","-","-",,0,,,0,0,0,0
218,"SENS","Senseonics Holdings, Inc.","AMEX","Capital Goods","Industrial Machinery/Components",,0,0,0,0,1,1,"2020-06-08",-0.13,-0.21,-55.56,,0,-0.733220038820299,0.503665291019476,0,0,0,1
219,"UEC","Uranium Energy Corp.","AMEX","Basic Industries","Precious Metals",,0,0,0,0,0,0,"2020-06-08","-","-","-",,0,-0.666921640142544,1.17948713850794,1,0,1,1
220,"GHM","Graham Corporation","NYSE","Technology","Industrial Machinery/Components",0.44,1597881600,0,0,0,0,0,"2020-06-09",-0.17,0.06,135.29,,-72,1.26422726303678,0.543805963225521,1,1,1,1
221,"LINX","Linx S.A.","NYSE","Technology","Computer Software: Prepackaged Software",,1588550400,0,0,0,0,0,"2020-06-09",0.02,-0.01,-162.5,,36,1.02702969002068,0.526645039567385,1,1,0,1
222,"RFL","Rafael Holdings, Inc.","NYSE","Finance","Real Estate",,0,0,0,0,0,0,"2020-06-09","-","-","-",,0,0.266779430741245,0.807919907967797,1,0,1,1
223,"SRT","StarTek, Inc.","NYSE","Technology","Professional Services",,1163376000,0,0,1,0,0,"2020-06-09",0.03,-0.69,-2190.91,,4957,0.620680351526489,0.497292725808916,1,1,1,1
224,"UNFI","United Natural Foods, Inc.","NYSE","Consumer Non-Durables","Food Distributors",,0,0,0,0,0,6,"2020-06-09",1.14,1.4,22.7,"2020-12-09",0,0.594248831753962,1.99817905977213,0,0,0,1
225,"UNFI","United Natural Foods, Inc.","Nasdaq","Consumer Non-Durables","Food Distributors",,0,0,0,0,0,6,"2020-06-09",1.14,1.4,22.7,"2020-12-09",0,0.594248831753962,1.99817905977213,0,0,0,1
226,"CRWS","Crown Crafts, Inc.","Nasdaq","Basic Industries","Textiles",0.32,1599696000,0,0,0,0,0,"2020-06-09",0.13,0.16,23.08,,-93,1.34856226018641,0.805849538837706,0,0,0,0
227,"DUO","Fangdd Network Group Ltd.","Nasdaq","Finance","Real Estate",,0,0,0,0,0,0,"2020-06-09",-0.09,-0.2,-117.2,,0,,,0,0,0,0
228,"MIND","MIND Technology, Inc.","Nasdaq","Technology","Diversified Commercial Services",,0,0,0,0,0,1,"2020-06-09",-0.28,-0.38,-35.71,,0,0.75461632883344,0.597965532212176,1,1,1,1
229,"MINDP","MIND Technology, Inc.","Nasdaq","Technology","Diversified Commercial Services",2.25,1594684800,0,0,0,0,0,"2020-06-09",-0.28,-0.38,-35.71,,-35,0.527694988097163,0.71484519555296,1,1,1,1
230,"NATI","National Instruments Corporation","Nasdaq","Technology","Computer Software: Prepackaged Software",1.04,1597363200,0,0,1,0,1,"2020-06-09",0.7,1.01,44.29,"2020-10-27",-66,0.966972968965704,0.914499172891804,1,1,1,1
231,"NEPT","Neptune Wellness Solutions Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,1216857600,0,0,0,0,0,"2020-06-09",-0.21,-0.44,-109.52,,4338,0.507180754539155,1.00516603199818,1,1,1,1
232,"STRM","Streamline Health Solutions, Inc.","Nasdaq","Technology","EDP Services",,0,0,0,0,0,0,"2020-06-09",-0.06,0.16,366.67,"2020-09-10",0,0.392016035989592,0.758854187912463,1,1,1,1
233,"HEXO","HEXO Corp.","NYSE","Consumer Durables","Specialty Chemicals",,0,0,0,0,1,1,"2020-06-10",-0.05,-0.07,-32.08,,0,0.576790804616376,0.277899535003947,1,1,1,1
234,"ADBE","Adobe Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,1111622400,0,0,11,0,4,"2020-06-10",2.33,2.45,5.15,"2020-12-09",5557,0.70192797615812,1.24011729660987,0,1,1,1
235,"ADXS","Advaxis, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-06-10",-0.15,-0.1,33.33,"2020-12-18",0,0.940437603338315,1.71126539024887,0,0,1,1
236,"ALOT","AstroNova, Inc.","Nasdaq","Technology","Computer peripheral equipment",,1585094400,0,0,0,0,0,"2020-06-10",-0.19,0.06,131.58,"2020-09-09",77,-0.017947916350362,0.423980433645285,1,1,1,1
237,"PLAY","Dave & Buster&#39;s Entertainment, Inc.","Nasdaq","Consumer Services","Restaurants",,1578528000,0,0,1,0,5,"2020-06-10",-0.85,-1.37,-61.75,"2020-12-08",153,1.16702860320242,0.331248026868081,1,1,1,1
238,"LULU","lululemon athletica inc.","Nasdaq","Consumer Non-Durables","Apparel",,0,0,0,20,0,10,"2020-06-10",0.23,0.22,-5.17,"2020-12-09",0,0.977097669173321,1.26382784236266,0,0,0,0
239,"RFIL","RF Industries, Ltd.","Nasdaq","Capital Goods","Electrical Products",,1585526400,0,0,0,0,0,"2020-06-10",-0.01,-0.01,"-","2020-09-10",72,0.511378597170022,0.92111381341279,1,1,1,1
240,"SEAC","SeaChange International, Inc.","Nasdaq","Technology","Radio And Television Broadcasting And Communications Equipment",,0,0,0,0,0,0,"2020-06-10",-0.15,-0.14,9.68,"2020-12-02",0,-0.576682345035495,0.61216343326127,1,1,1,1
241,"ZDGE","Zedge, Inc.","AMEX","Technology","Computer Software: Prepackaged Software",,0,0,0,0,0,0,"2020-06-10","-","-","-","2020-12-08",0,0.060857252072848,0.561280713515709,1,1,1,1
242,"MITT","AG Mortgage Investment Trust, Inc.","NYSE",,,,1577664000,0,0,0,1,0,"2020-06-11",0.3,0.34,14.09,"2020-11-02",164,0.319163320246823,0.174947286729078,1,1,1,1
243,"BGSF","BG Staffing Inc","NYSE","Technology","Professional Services",0.2,1597622400,0,0,0,0,0,"2020-06-11",0.19,0.14,-26.32,,-67,0.940286633666529,0.507183685301271,1,1,1,0
244,"BITA","Bitauto Holdings Limited","NYSE","Technology","EDP Services",,0,0,0,0,0,0,"2020-06-11",-5.7,-8.97,-57.37,,0,0.840678181984563,0.812385916555612,1,1,1,1
245,"BEKE","KE Holdings Inc","NYSE","Finance","Real Estate",,0,0,0,0,0,0,"2020-06-11","-","-","-",,0,,,0,0,0,0
246,"PRTY","Party City Holdco Inc.","NYSE","Consumer Services","Other Specialty Stores",,0,0,0,1,0,1,"2020-06-11",-0.19,-0.28,-49.73,"2020-11-05",0,1.00313835277388,0.546092616304448,1,1,1,1
247,"JG","Aurora Mobile Limited","Nasdaq","Technology","Computer Software: Programming, Data Processing",,0,0,0,0,0,0,"2020-06-11","-","-","-","2020-09-10",0,-0.570560525053108,0.595999989244673,1,1,1,1
248,"FCEL","FuelCell Energy, Inc.","Nasdaq","Miscellaneous","Industrial Machinery/Components",,0,0,0,0,0,0,"2020-06-11",-0.07,-0.07,-4.48,"2020-09-07",0,1.23410219326177,2.80886067032388,1,1,1,1
249,"LTRN","Lantern Pharma Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-06-11","-","-","-",,0,,,0,0,0,0
